;dataPath;timeStamp;id;typeID;encounter
116;4/Y2015M04D30h04m05s32PTZ10.jpg;30/04/2015 04:05;4;14;2
117;4/Y2015M04D30h04m05s32PTZ11.jpg;30/04/2015 04:05;4;14;2
119;4/Y2015M04D30h04m05s32PTZ3.jpg;30/04/2015 04:05;4;14;2
120;4/Y2015M04D30h04m05s32PTZ4.jpg;30/04/2015 04:05;4;14;2
121;4/Y2015M04D30h04m05s32PTZ5.jpg;30/04/2015 04:05;4;14;2
122;4/Y2015M04D30h04m05s32PTZ6.jpg;30/04/2015 04:05;4;14;2
123;4/Y2015M04D30h04m05s32PTZ7.jpg;30/04/2015 04:05;4;14;2
124;4/Y2015M04D30h04m05s32PTZ8.jpg;30/04/2015 04:05;4;14;2
125;4/Y2015M04D30h04m05s32PTZ9.jpg;30/04/2015 04:05;4;14;2
118;4/Y2015M04D30h04m05s32PTZ2.jpg;30/04/2015 04:05;4;14;2
128;4/Y2015M04D30h04m06s14PTZ1.jpg;30/04/2015 04:06;4;14;2
127;4/Y2015M04D30h04m06s21PTZ2.jpg;30/04/2015 04:06;4;14;2
126;4/Y2015M04D30h04m06s21PTZ1.jpg;30/04/2015 04:06;4;14;2
129;4/Y2015M05D04h04m09s38PTZ1.jpg;04/05/2015 04:09;4;14;3
130;4/Y2015M05D04h04m09s40PTZ1.jpg;04/05/2015 04:09;4;14;3
131;4/Y2015M05D04h04m10s28PTZ1.jpg;04/05/2015 04:10;4;14;3
132;4/Y2015M05D04h04m14s30PTZ1.jpg;04/05/2015 04:14;4;14;4
133;4/Y2015M05D07h05m25s26PTZ1.jpg;07/05/2015 05:25;4;14;5
134;4/Y2015M05D07h05m25s26PTZ2.jpg;07/05/2015 05:25;4;14;5
135;4/Y2015M05D07h05m25s26PTZ3.jpg;07/05/2015 05:25;4;14;5
136;4/Y2015M05D07h05m29s53PTZ1.jpg;07/05/2015 05:29;4;14;6
137;4/Y2015M05D07h05m29s53PTZ2.jpg;07/05/2015 05:29;4;14;6
138;4/Y2015M05D07h05m30s38PTZ1.jpg;07/05/2015 05:30;4;14;6
139;4/Y2015M05D08h09m43s50PTZ1.jpg;08/05/2015 09:43;4;14;7
145;4/Y2015M05D08h09m43s50PTZ7.jpg;08/05/2015 09:43;4;14;7
141;4/Y2015M05D08h09m43s50PTZ3.jpg;08/05/2015 09:43;4;14;7
142;4/Y2015M05D08h09m43s50PTZ4.jpg;08/05/2015 09:43;4;14;7
143;4/Y2015M05D08h09m43s50PTZ5.jpg;08/05/2015 09:43;4;14;7
144;4/Y2015M05D08h09m43s50PTZ6.jpg;08/05/2015 09:43;4;14;7
140;4/Y2015M05D08h09m43s50PTZ2.jpg;08/05/2015 09:43;4;14;7
146;4/Y2015M05D08h09m44s38PTZ1.jpg;08/05/2015 09:44;4;14;7
147;4/Y2015M05D08h10m02s43PTZ1.jpg;08/05/2015 10:02;4;14;8
148;4/Y2015M05D08h10m02s56PTZ1.jpg;08/05/2015 10:02;4;14;8
149;5/Y2015M04D29h03m42s36PTZ1.jpg;29/04/2015 03:42;5;14;0
150;5/Y2015M04D29h03m42s36PTZ2.jpg;29/04/2015 03:42;5;14;0
151;5/Y2015M04D29h03m42s36PTZ3.jpg;29/04/2015 03:42;5;14;0
152;5/Y2015M04D29h03m42s36PTZ4.jpg;29/04/2015 03:42;5;14;0
153;5/Y2015M04D29h03m42s36PTZ5.jpg;29/04/2015 03:42;5;14;0
154;5/Y2015M04D29h03m42s36PTZ6.jpg;29/04/2015 03:42;5;14;0
155;5/Y2015M04D29h03m42s36PTZ7.jpg;29/04/2015 03:42;5;14;0
156;5/Y2015M04D29h03m43s12PTZ1.jpg;29/04/2015 03:43;5;14;0
157;5/Y2015M04D30h12m12s38PTZ1.jpg;30/04/2015 12:12;5;14;1
158;5/Y2015M04D30h12m12s38PTZ2.jpg;30/04/2015 12:12;5;14;1
159;5/Y2015M04D30h12m12s38PTZ3.jpg;30/04/2015 12:12;5;14;1
160;5/Y2015M04D30h12m12s38PTZ4.jpg;30/04/2015 12:12;5;14;1
161;5/Y2015M05D05h01m03s21PTZ1.jpg;05/05/2015 01:03;5;14;2
162;5/Y2015M05D05h01m03s21PTZ2.jpg;05/05/2015 01:03;5;14;2
164;5/Y2015M05D05h01m03s21PTZ4.jpg;05/05/2015 01:03;5;14;2
163;5/Y2015M05D05h01m03s21PTZ3.jpg;05/05/2015 01:03;5;14;2
165;5/Y2015M05D05h01m03s21PTZ5.jpg;05/05/2015 01:03;5;14;2
166;5/Y2015M05D05h01m04s00PTZ1.jpg;05/05/2015 01:04;5;14;2
167;5/Y2015M05D05h01m04s16PTZ1.jpg;05/05/2015 01:04;5;14;2
169;5/Y2015M05D06h04m08s46PTZ2.jpg;06/05/2015 04:08;5;14;3
168;5/Y2015M05D06h04m08s46PTZ1.jpg;06/05/2015 04:08;5;14;3
170;5/Y2015M05D06h04m09s16PTZ1.jpg;06/05/2015 04:09;5;14;3
171;5/Y2015M05D06h04m10s01PTZ1.jpg;06/05/2015 04:10;5;14;3
176;5/Y2015M05D11h01m44s08PTZ5.jpg;11/05/2015 01:44;5;14;4
175;5/Y2015M05D11h01m44s08PTZ4.jpg;11/05/2015 01:44;5;14;4
174;5/Y2015M05D11h01m44s08PTZ3.jpg;11/05/2015 01:44;5;14;4
172;5/Y2015M05D11h01m44s08PTZ1.jpg;11/05/2015 01:44;5;14;4
173;5/Y2015M05D11h01m44s08PTZ2.jpg;11/05/2015 01:44;5;14;4
177;5/Y2015M05D11h01m44s26PTZ1.jpg;11/05/2015 01:44;5;14;4
178;5/Y2015M05D11h01m44s31PTZ1.jpg;11/05/2015 01:44;5;14;4
183;5/Y2015M05D13h03m06s19PTZ5.jpg;13/05/2015 03:06;5;14;5
182;5/Y2015M05D13h03m06s19PTZ4.jpg;13/05/2015 03:06;5;14;5
181;5/Y2015M05D13h03m06s19PTZ3.jpg;13/05/2015 03:06;5;14;5
180;5/Y2015M05D13h03m06s19PTZ2.jpg;13/05/2015 03:06;5;14;5
179;5/Y2015M05D13h03m06s19PTZ1.jpg;13/05/2015 03:06;5;14;5
186;5/Y2015M05D13h03m07s45PTZ3.jpg;13/05/2015 03:07;5;14;5
185;5/Y2015M05D13h03m07s45PTZ2.jpg;13/05/2015 03:07;5;14;5
184;5/Y2015M05D13h03m07s45PTZ1.jpg;13/05/2015 03:07;5;14;5
187;5/Y2015M05D13h03m07s45PTZ4.jpg;13/05/2015 03:07;5;14;5
189;5/Y2015M05D14h10m22s25PTZ2.jpg;14/05/2015 10:22;5;14;6
188;5/Y2015M05D14h10m22s25PTZ1.jpg;14/05/2015 10:22;5;14;6
190;5/Y2015M05D25h10m21s18PTZ1.jpg;25/05/2015 10:21;5;14;7
192;5/Y2015M06D03h16m49s57PTZ2.jpg;03/06/2015 16:49;5;14;8
191;5/Y2015M06D03h16m49s57PTZ1.jpg;03/06/2015 16:49;5;14;8
193;5/Y2015M06D08h14m11s58PTZ1.jpg;08/06/2015 14:11;5;14;9
194;5/Y2015M06D26h03m48s41PTZ1.jpg;26/06/2015 03:48;5;14;10
195;5/Y2015M06D26h03m48s41PTZ2.jpg;26/06/2015 03:48;5;14;10
196;5/Y2015M06D26h03m50s13PTZ1.jpg;26/06/2015 03:50;5;14;10
197;5/Y2015M06D26h03m50s13PTZ2.jpg;26/06/2015 03:50;5;14;10
198;5/Y2015M06D29h18m34s24PTZ1.jpg;29/06/2015 18:34;5;14;11
199;5/Y2015M06D29h18m34s24PTZ2.jpg;29/06/2015 18:34;5;14;11
200;5/Y2015M06D29h18m34s24PTZ3.jpg;29/06/2015 18:34;5;14;11
201;5/Y2015M06D29h18m34s24PTZ4.jpg;29/06/2015 18:34;5;14;11
204;5/Y2015M07D01h09m02s38PTZ3.jpg;01/07/2015 09:02;5;14;12
202;5/Y2015M07D01h09m02s38PTZ1.jpg;01/07/2015 09:02;5;14;12
203;5/Y2015M07D01h09m02s38PTZ2.jpg;01/07/2015 09:02;5;14;12
205;5/Y2015M07D01h09m27s30PTZ1.jpg;01/07/2015 09:27;5;14;13
206;5/Y2015M07D01h09m27s30PTZ2.jpg;01/07/2015 09:27;5;14;13
207;5/Y2015M07D01h09m27s30PTZ3.jpg;01/07/2015 09:27;5;14;13
208;5/Y2015M07D02h14m16s50PTZ1.jpg;02/07/2015 14:16;5;14;14
209;5/Y2015M07D02h14m16s50PTZ2.jpg;02/07/2015 14:16;5;14;14
210;6/Y2015M04D30h03m37s58PTZ1.jpg;30/04/2015 03:37;6;14;0
211;6/Y2015M04D30h03m37s58PTZ2.jpg;30/04/2015 03:37;6;14;0
212;6/Y2015M04D30h03m37s58PTZ3.jpg;30/04/2015 03:37;6;14;0
213;6/Y2015M04D30h03m38s31PTZ1.jpg;30/04/2015 03:38;6;14;0
214;6/Y2015M04D30h03m38s31PTZ2.jpg;30/04/2015 03:38;6;14;0
215;6/Y2015M04D30h03m38s31PTZ3.jpg;30/04/2015 03:38;6;14;0
225;6/Y2015M05D04h09m58s23PTZ9.jpg;04/05/2015 09:58;6;14;1
223;6/Y2015M05D04h09m58s23PTZ7.jpg;04/05/2015 09:58;6;14;1
224;6/Y2015M05D04h09m58s23PTZ8.jpg;04/05/2015 09:58;6;14;1
216;6/Y2015M05D04h09m58s23PTZ1.jpg;04/05/2015 09:58;6;14;1
218;6/Y2015M05D04h09m58s23PTZ2.jpg;04/05/2015 09:58;6;14;1
219;6/Y2015M05D04h09m58s23PTZ3.jpg;04/05/2015 09:58;6;14;1
220;6/Y2015M05D04h09m58s23PTZ4.jpg;04/05/2015 09:58;6;14;1
221;6/Y2015M05D04h09m58s23PTZ5.jpg;04/05/2015 09:58;6;14;1
222;6/Y2015M05D04h09m58s23PTZ6.jpg;04/05/2015 09:58;6;14;1
217;6/Y2015M05D04h09m58s23PTZ10.jpg;04/05/2015 09:58;6;14;1
226;6/Y2015M05D04h09m59s14PTZ1.jpg;04/05/2015 09:59;6;14;1
227;6/Y2015M05D04h09m59s25PTZ1.jpg;04/05/2015 09:59;6;14;1
228;6/Y2015M05D04h09m59s25PTZ2.jpg;04/05/2015 09:59;6;14;1
229;6/Y2015M05D04h09m59s25PTZ3.jpg;04/05/2015 09:59;6;14;1
231;6/Y2015M05D06h09m23s16PTZ2.jpg;06/05/2015 09:23;6;14;2
230;6/Y2015M05D06h09m23s16PTZ1.jpg;06/05/2015 09:23;6;14;2
232;6/Y2015M05D06h09m23s16PTZ3.jpg;06/05/2015 09:23;6;14;2
234;6/Y2015M05D06h09m23s16PTZ5.jpg;06/05/2015 09:23;6;14;2
235;6/Y2015M05D06h09m23s16PTZ6.jpg;06/05/2015 09:23;6;14;2
236;6/Y2015M05D06h09m23s16PTZ7.jpg;06/05/2015 09:23;6;14;2
233;6/Y2015M05D06h09m23s16PTZ4.jpg;06/05/2015 09:23;6;14;2
237;6/Y2015M05D20h05m29s09PTZ1.jpg;20/05/2015 05:29;6;14;3
238;6/Y2015M05D20h05m29s09PTZ2.jpg;20/05/2015 05:29;6;14;3
239;7/Y2015M05D07h01m36s05PTZ1.jpg;07/05/2015 01:36;7;14;0
240;7/Y2015M05D07h01m36s05PTZ2.jpg;07/05/2015 01:36;7;14;0
241;7/Y2015M05D07h01m36s05PTZ3.jpg;07/05/2015 01:36;7;14;0
242;7/Y2015M05D07h01m36s05PTZ4.jpg;07/05/2015 01:36;7;14;0
243;7/Y2015M05D07h10m34s10PTZ1.jpg;07/05/2015 10:34;7;14;1
244;7/Y2015M05D08h01m00s13PTZ1.jpg;08/05/2015 01:00;7;14;2
245;7/Y2015M05D08h02m07s14PTZ1.jpg;08/05/2015 02:07;7;14;3
246;7/Y2015M05D08h02m07s18PTZ1.jpg;08/05/2015 02:07;7;14;3
247;7/Y2015M05D08h09m33s45PTZ1.jpg;08/05/2015 09:33;7;14;4
248;7/Y2015M05D20h05m52s41PTZ1.jpg;20/05/2015 05:52;7;14;5
249;7/Y2015M05D20h05m52s42PTZ1.jpg;20/05/2015 05:52;7;14;5
250;7/Y2015M06D04h19m41s40PTZ1.jpg;04/06/2015 19:41;7;14;6
251;7/Y2015M06D04h19m41s40PTZ2.jpg;04/06/2015 19:41;7;14;6
252;7/Y2015M06D04h19m41s40PTZ3.jpg;04/06/2015 19:41;7;14;6
253;7/Y2015M06D04h19m41s40PTZ4.jpg;04/06/2015 19:41;7;14;6
254;7/Y2015M06D04h19m41s40PTZ5.jpg;04/06/2015 19:41;7;14;6
255;7/Y2015M06D15h17m18s57PTZ1.jpg;15/06/2015 17:18;7;14;7
256;7/Y2015M06D15h17m18s57PTZ2.jpg;15/06/2015 17:18;7;14;7
257;7/Y2015M06D15h17m18s57PTZ3.jpg;15/06/2015 17:18;7;14;7
258;7/Y2015M06D15h17m18s57PTZ4.jpg;15/06/2015 17:18;7;14;7
263;7/Y2015M06D24h12m35s44PTZ5.jpg;24/06/2015 12:35;7;14;8
262;7/Y2015M06D24h12m35s44PTZ4.jpg;24/06/2015 12:35;7;14;8
261;7/Y2015M06D24h12m35s44PTZ3.jpg;24/06/2015 12:35;7;14;8
259;7/Y2015M06D24h12m35s44PTZ1.jpg;24/06/2015 12:35;7;14;8
260;7/Y2015M06D24h12m35s44PTZ2.jpg;24/06/2015 12:35;7;14;8
264;7/Y2015M06D30h06m40s32PTZ1.jpg;30/06/2015 06:40;7;14;9
265;7/Y2015M06D30h06m40s32PTZ2.jpg;30/06/2015 06:40;7;14;9
266;7/Y2015M06D30h18m29s55PTZ1.jpg;30/06/2015 18:29;7;14;10
268;7/Y2015M06D30h18m29s55PTZ3.jpg;30/06/2015 18:29;7;14;10
269;7/Y2015M06D30h18m29s55PTZ4.jpg;30/06/2015 18:29;7;14;10
270;7/Y2015M06D30h18m29s55PTZ5.jpg;30/06/2015 18:29;7;14;10
267;7/Y2015M06D30h18m29s55PTZ2.jpg;30/06/2015 18:29;7;14;10
272;7/Y2015M06D30h18m35s25PTZ2.jpg;30/06/2015 18:35;7;14;11
271;7/Y2015M06D30h18m35s25PTZ1.jpg;30/06/2015 18:35;7;14;11
273;7/Y2015M06D30h18m35s44PTZ1.jpg;30/06/2015 18:35;7;14;11
274;7/Y2015M06D30h18m35s44PTZ2.jpg;30/06/2015 18:35;7;14;11
275;7/Y2015M06D30h18m36s42PTZ1.jpg;30/06/2015 18:36;7;14;11
276;7/Y2015M06D30h18m36s42PTZ2.jpg;30/06/2015 18:36;7;14;11
277;7/Y2015M06D30h18m36s42PTZ3.jpg;30/06/2015 18:36;7;14;11
278;7/Y2015M06D30h18m37s39PTZ1.jpg;30/06/2015 18:37;7;14;11
280;7/Y2015M07D02h17m47s19PTZ2.jpg;02/07/2015 17:47;7;14;12
279;7/Y2015M07D02h17m47s19PTZ1.jpg;02/07/2015 17:47;7;14;12
281;7/Y2015M07D02h17m47s19PTZ3.jpg;02/07/2015 17:47;7;14;12
282;7/Y2015M07D03h15m27s26PTZ1.jpg;03/07/2015 15:27;7;14;13
283;7/Y2015M07D03h15m27s26PTZ2.jpg;03/07/2015 15:27;7;14;13
284;8/Y2015M04D29h05m09s19PTZ1.jpg;29/04/2015 05:09;8;14;0
285;8/Y2015M04D29h12m31s59PTZ1.jpg;29/04/2015 12:31;8;14;1
286;8/Y2015M04D30h12m04s09PTZ1.jpg;30/04/2015 12:04;8;14;2
287;8/Y2015M04D30h12m04s09PTZ2.jpg;30/04/2015 12:04;8;14;2
288;8/Y2015M04D30h12m04s09PTZ3.jpg;30/04/2015 12:04;8;14;2
289;8/Y2015M04D30h12m04s09PTZ4.jpg;30/04/2015 12:04;8;14;2
290;8/Y2015M05D04h02m39s21PTZ1.jpg;04/05/2015 02:39;8;14;3
291;8/Y2015M05D07h12m15s21PTZ1.jpg;07/05/2015 12:15;8;14;4
292;8/Y2015M05D07h12m15s21PTZ2.jpg;07/05/2015 12:15;8;14;4
293;8/Y2015M05D11h12m02s08PTZ1.jpg;11/05/2015 12:02;8;14;5
294;8/Y2015M05D11h12m02s08PTZ10.jpg;11/05/2015 12:02;8;14;5
295;8/Y2015M05D11h12m02s08PTZ11.jpg;11/05/2015 12:02;8;14;5
297;8/Y2015M05D11h12m02s08PTZ13.jpg;11/05/2015 12:02;8;14;5
296;8/Y2015M05D11h12m02s08PTZ12.jpg;11/05/2015 12:02;8;14;5
308;8/Y2015M05D11h12m02s08PTZ9.jpg;11/05/2015 12:02;8;14;5
307;8/Y2015M05D11h12m02s08PTZ8.jpg;11/05/2015 12:02;8;14;5
306;8/Y2015M05D11h12m02s08PTZ7.jpg;11/05/2015 12:02;8;14;5
304;8/Y2015M05D11h12m02s08PTZ5.jpg;11/05/2015 12:02;8;14;5
305;8/Y2015M05D11h12m02s08PTZ6.jpg;11/05/2015 12:02;8;14;5
302;8/Y2015M05D11h12m02s08PTZ3.jpg;11/05/2015 12:02;8;14;5
301;8/Y2015M05D11h12m02s08PTZ2.jpg;11/05/2015 12:02;8;14;5
300;8/Y2015M05D11h12m02s08PTZ16.jpg;11/05/2015 12:02;8;14;5
299;8/Y2015M05D11h12m02s08PTZ15.jpg;11/05/2015 12:02;8;14;5
298;8/Y2015M05D11h12m02s08PTZ14.jpg;11/05/2015 12:02;8;14;5
303;8/Y2015M05D11h12m02s08PTZ4.jpg;11/05/2015 12:02;8;14;5
311;8/Y2015M05D12h12m49s37PTZ3.jpg;12/05/2015 12:49;8;14;6
